"","year","id.sector","sector","labour"
"277",2021,16,"Industri Kayu, Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya",296351.429883973
"278",2021,17,"Industri Kertas dan Barang dari Kertas, Percetakan dan Reproduksi Media Rekaman",323889.05589992
"279",2021,18,"Industri Kimia, Farmasi dan Obat Tradisional",1206855.29042287
"280",2021,19,"Industri Karet, Barang dari Karet dan Plastik",412461.336799104
"281",2021,20,"Industri Barang Galian bukan Logam",160450.991060909
"282",2021,21,"Industri Logam Dasar",289704.55591693
"283",2021,22,"Industri Barang dari Logam, Komputer, Barang Elektronik, Optik dan Peralatan Listrik",9804849.95664359
"284",2021,23,"Industri Mesin dan Perlengkapan YTDL",1995317.98365911
"285",2021,24,"Industri Alat Angkutan",1650909.38448593
"286",2021,25,"Industri Furnitur",88233.2367293443
"287",2021,26,"Industri pengolahan lainnya, jasa reparasi dan pemasangan mesin dan peralatan",163605.576778384
"288",2021,27,"Ketenagalistrikan",383330.338440802
"289",2021,28,"Pengadaan Gas dan Produksi Es",9746.51553995984
"290",2021,29,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",20925.5922485759
"291",2021,30,"Konstruksi",1693134.45612813
"292",2021,31,"Perdagangan Mobil, Sepeda Motor dan Reparasinya",121594.917670011
"293",2021,32,"Perdagangan Besar dan Eceran, Bukan Mobil dan Sepeda Motor",1313169.09894765
"294",2021,33,"Angkutan Rel",63393.224291314
"295",2021,34,"Angkutan Darat",967750.067066945
"296",2021,35,"Angkutan Laut",9674.15112341482
"297",2021,36,"Angkutan Sungai Danau dan Penyeberangan",9.38049951865367
"298",2021,37,"Angkutan Udara",166490.802703798
"299",2021,38,"Pergudangan dan Jasa Penunjang Angkutan, Pos dan Kurir",11875.9278104597
"300",2021,39,"Penyediaan Akomodasi",31710.683251731
"301",2021,40,"Penyediaan Makan Minum",364069.142505357
"302",2021,41,"Informasi dan Komunikasi",106717.175889341
"303",2021,42,"Jasa Perantara Keuangan",72472.3722652385
"304",2021,43,"Asuransi dan Dana Pensiun",7517.93648982626
"305",2021,44,"Jasa Keuangan Lainnya",7940.06671080523
"306",2021,45,"Jasa Penunjang Keuangan",1248.9691531491
"307",2021,46,"Real Estate",17107.6608512994
"308",2021,47,"Jasa Perusahaan",31807.1700343318
"309",2021,48,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",116479.773049832
"310",2021,49,"Jasa Pendidikan",187216.721476205
"311",2021,50,"Jasa Kesehatan dan Kegiatan Sosial",217951.814402082
"312",2021,51,"Jasa lainnya",44649.3065430181
"313",2021,52,"Lainnya",796.015677411639
"314",2022,1,"Tanaman Pangan",77479.1704141297
"315",2022,2,"Tanaman Hortikultura",54919.1295171986
"316",2022,3,"Perkebunan",58265.2143908538
"317",2022,4,"Peternakan",253258.376741843
"318",2022,5,"Jasa Pertanian, dan Perburuan",0
"319",2022,6,"Kehutanan dan Penebangan Kayu",955.421153603973
"320",2022,7,"Perikanan",74558.0299044
"321",2022,8,"Pertambangan Minyak, Gas dan Panas Bumi",110467.232980434
"322",2022,9,"Pertambangan Bijih Logam",4391.56050668688
"323",2022,10,"Pertambangan dan Penggalian Lainnya",32003.0921097268
"324",2022,11,"Industri Batubara dan Pengilangan Migas",1987814.98830489
"325",2022,12,"Industri Makanan dan Minuman",845993.800915767
"326",2022,13,"Pengolahan Tembakau",25059.0516674744
"327",2022,14,"Industri Tekstil dan Pakaian Jadi",1584551.26443758
"328",2022,15,"Industri Kulit, Barang dari Kulit dan Alas Kaki",200081.238174828
"329",2022,16,"Industri Kayu, Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya",311169.001378171
"330",2022,17,"Industri Kertas dan Barang dari Kertas, Percetakan dan Reproduksi Media Rekaman",340083.508694916
"331",2022,18,"Industri Kimia, Farmasi dan Obat Tradisional",1267198.05494401
"332",2022,19,"Industri Karet, Barang dari Karet dan Plastik",433084.403639059
"333",2022,20,"Industri Barang Galian bukan Logam",168473.540613954
"334",2022,21,"Industri Logam Dasar",304189.783712776
"335",2022,22,"Industri Barang dari Logam, Komputer, Barang Elektronik, Optik dan Peralatan Listrik",10295092.4544758
"336",2022,23,"Industri Mesin dan Perlengkapan YTDL",2095083.88284206
"337",2022,24,"Industri Alat Angkutan",1733454.85371023
"338",2022,25,"Industri Furnitur",92644.8985658115
"339",2022,26,"Industri pengolahan lainnya, jasa reparasi dan pemasangan mesin dan peralatan",171785.855617303
"340",2022,27,"Ketenagalistrikan",402496.855362842
"341",2022,28,"Pengadaan Gas dan Produksi Es",10233.8413169578
"342",2022,29,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",21971.8718610047
"343",2022,30,"Konstruksi",1777791.17893453
"344",2022,31,"Perdagangan Mobil, Sepeda Motor dan Reparasinya",127674.663553512
"345",2022,32,"Perdagangan Besar dan Eceran, Bukan Mobil dan Sepeda Motor",1378827.55389503
"346",2022,33,"Angkutan Rel",66562.8855058797
"347",2022,34,"Angkutan Darat",1016137.57042029
"348",2022,35,"Angkutan Laut",10157.8586795856
"349",2022,36,"Angkutan Sungai Danau dan Penyeberangan",9.84952449458635
"350",2022,37,"Angkutan Udara",174815.342838988
"351",2022,38,"Pergudangan dan Jasa Penunjang Angkutan, Pos dan Kurir",12469.7242009826
